,Point,station,lp_code,hc_num,dam_num,xs_id,note,channel_present,bed_surface,veg,bank conditions,x,y,z,survey_date,latlon_err,elev_error,gps_xy_err,gps_z_erro,ts_xy_erro,ts_z_error,distance
179,433.0,5,thalweg,,,,,,,,,2176043.173,639812.3302,1909.032,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,686.589860445
180,434.0,5,thalweg,,,,,,,,,2176043.319,639820.0142,1909.068,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,694.275247358
181,435.0,5,thalweg,,,,,,,,,2176042.955,639824.8438,1908.377,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,699.118545011
182,436.0,5,thalweg,,,,,,,,,2176043.394,639829.4569,1908.738,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,703.75248638
183,437.0,5,thalweg,,,,,,,,,2176043.601,639834.0929,1908.919,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,708.393105412
184,438.0,5,thalweg,,,,,,,,,2176044.716,639834.7676,1908.778,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,709.696349476
185,441.0,6,thalweg,,,,,,,,,2176057.997,639834.8085,1908.815,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,722.977412453
186,442.0,6,thalweg,,,,,,,,,2176061.621,639834.1525,1908.975,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,726.660306967
187,443.0,6,thalweg,,,,,,,,,2176063.695,639834.0718,1908.787,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,728.735876405
188,444.0,6,thalweg,,,,top of riffle,,,,,2176067.975,639836.8449,1909.061,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,733.835727737
189,445.0,6,thalweg,,,,,,,,,2176069.195,639837.5838,1909.027,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,735.262042292
190,446.0,6,thalweg,,,,,,,,,2176073.73,639839.8099,1908.987,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,740.313947498
191,447.0,6,thalweg,,,,,,,,,2176076.436,639841.263,1908.396,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,743.385418743
192,448.0,6,thalweg,,,,,,,,,2176078.864,639843.7716,1908.511,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,746.87658731
193,449.0,6,thalweg,,,,,,,,,2176078.466,639847.0471,1908.571,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,750.176178837
194,450.0,6,thalweg,,,,,,,,,2176077.783,639848.775,1908.661,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,752.034168991
195,451.0,6,thalweg,,,,,,,,,2176075.781,639851.1355,1908.61,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,755.129320724
196,452.0,6,thalweg,,,,,,,,,2176072.848,639851.3544,1908.65,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,758.070478014
197,453.0,6,thalweg,,,,,,,,,2176070.487,639850.9884,1908.874,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,760.45967809
198,454.0,6,thalweg,,,,,,,,,2176068.333,639850.3592,1908.968,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,762.703694275
199,455.0,6,thalweg,,,,,,,,,2176064.992,639850.6741,1908.946,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,766.059501631
200,456.0,6,thalweg,,,,,,,,,2176060.618,639850.8818,1908.877,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,770.438430186
201,458.0,6,thalweg,,,,,,,,,2176058.482,639851.5145,1908.528,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,772.666165649
202,457.0,6,thalweg,,,,,,,,,2176058.33,639851.4669,1908.529,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,772.825444523
203,459.0,6,thalweg,,,,,,,,,2176055.497,639852.1645,1908.233,7/25/14 0:00,0.091621687,0.049819675,0.014,0.031,,,775.743069373
204,466.0,7,thalweg,,,,,,,,,2176053.925,639854.1841,1908.316,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,778.302359931
205,467.0,7,thalweg,,,,,,,,,2176050.687,639856.2191,1908.533,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,782.126738181
206,468.0,7,thalweg,,,,,,,,,2176052.902,639860.6233,1908.453,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,787.056566032
207,469.0,7,thalweg,,,,,,,,,2176058.502,639863.6158,1908.74,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,793.405979883
208,471.0,7,thalweg,,,,,,,,,2176061.081,639865.1764,1908.882,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,796.420397465
209,470.0,7,thalweg,,,,,,,,,2176062.285,639865.5143,1908.914,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,797.670914322
210,472.0,7,thalweg,,,,,,,,,2176063.638,639868.9197,1908.929,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,801.3352503
211,473.0,7,thalweg,,,,,,,,,2176065.473,639871.2514,1908.244,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,804.302412225
212,474.0,7,thalweg,,,,,,,,,2176068.156,639876.1662,1908.158,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,809.901853987
213,475.0,7,thalweg,,,,,,,,,2176065.723,639878.6527,1908.541,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,813.380671494
214,476.0,7,thalweg,,,,,,,,,2176062.215,639877.6172,1908.7,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,817.038310658
215,477.0,7,thalweg,,,,,,,,,2176060.047,639879.3802,1908.549,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,819.832660851
216,478.0,7,thalweg,,,,,,,,,2176056.429,639881.6494,1908.773,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,824.10339763
217,479.0,7,thalweg,,,,,,,,,2176051.918,639883.3899,1908.823,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,828.938525472
218,480.0,7,thalweg,,,,,,,,,2176049.153,639885.3518,1908.824,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,832.328846491
219,481.0,7,thalweg,,,,,,,,,2176047.04,639885.3608,1908.149,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,834.441865658
220,482.0,7,thalweg,,,,,,,,,2176045.673,639885.8644,1908.036,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,835.898677918
221,483.0,7,thalweg,,,,,,,,,2176043.274,639887.618,1908.105,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,838.870262337
222,484.0,7,thalweg,,,,,,,,,2176040.138,639887.0182,1908.487,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,842.063106843
223,485.0,7,thalweg,,,,,,,,,2176038.921,639891.4943,1908.583,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,846.70170148
224,486.0,7,thalweg,,,,,,,,,2176040.138,639895.2177,1908.333,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,850.61894497
225,487.0,7,thalweg,,,,,,,,,2176043.641,639898.6205,1908.645,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,855.502596968
226,488.0,7,thalweg,,,,,,,thick willows downstream of this point,,2176045.356,639899.6622,1908.645,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,857.509177116
227,489.0,7,thalweg,,,,,,,,,2176053.181,639902.7054,1908.791,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,865.905110134
228,490.0,7,thalweg,,,,,,,,,2176058.061,639903.477,1907.851,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,870.84573424
229,491.0,7,thalweg,,,,,,,,,2176061.692,639904.1214,1908.29,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,874.533472349
230,492.0,7,thalweg,,,,,,,,,2176064.4,639907.4789,1908.611,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,878.846947775
231,493.0,7,thalweg,,,,,,,,,2176063.534,639913.6556,1908.637,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,885.0840608
232,494.0,7,thalweg,,,,,,,,,2176060.981,639917.5768,1908.524,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,889.763122505
233,495.0,7,thalweg,,,,,,,,,2176056.46,639919.1301,1908.71,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,894.543518084
234,496.0,7,thalweg,,,,,,,,,2176051.226,639921.9471,1908.652,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,900.487443134
235,497.0,7,thalweg,,,,,,,,,2176045.991,639923.2622,1908.758,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,905.885101238
236,498.0,7,thalweg,,,,,,,,,2176041.105,639925.4824,1908.237,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,911.251877183
237,524.0,9,thalweg,,,,ruc 0.23 m,,,,right undercut bank,2176040.328,639931.4066,1908.471,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,917.226814391
238,622.0,11,thalweg,,,3A,ruc 0.23 m,,,,right undercut bank,2176039.735,639933.1826,1908.312,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,919.099199234
239,509.0,9,thalweg,,,3B,,,,"tall willow, 3.5-4 m height",,2176051.002,639942.2263,1908.616,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,933.54682183
240,525.0,9,thalweg,,,,,,,,,2176052.32,639946.0742,1908.722,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,937.614186876
241,526.0,9,thalweg,,,,,,,,,2176054.561,639948.0919,1908.708,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,940.629679255
242,562.0,12,thalweg,,,,,,,,,2176054.947,639948.2282,1908.687,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,941.03903691
243,527.0,9,thalweg,,,,,,,,,2176056.24,639949.5919,1908.145,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,942.918272577
244,563.0,12,thalweg,,,,,,,,,2176056.353,639950.2777,1908.087,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,943.613319798
245,564.0,12,thalweg,,,,,,,,,2176058.246,639953.8451,1907.998,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,947.651858118
246,528.0,9,thalweg,,,,,,,,,2176059.271,639953.7124,1908.0,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,948.685412321
247,565.0,12,thalweg,,,,,,,,,2176059.382,639955.8738,1908.037,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,950.84966068
248,529.0,9,thalweg,,,,,,,,,2176060.35,639958.1107,1908.648,7/25/14 0:00,0.260944267,0.049396356,0.023,0.046,,,953.28702516
249,566.0,12,thalweg,,,,,,,,,2176061.988,639958.1481,1908.497,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,954.925452076
250,546.0,12,thalweg,,,3C,,,,,,2176061.172,639960.5044,1908.235,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,957.419045004
251,567.0,12,thalweg,,,,,,,,,2176057.265,639963.2569,1908.356,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,962.19826097
252,568.0,12,thalweg,,,,,,,,,2176054.163,639966.0879,1908.491,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,966.397899645
253,569.0,12,thalweg,,,,,,,,,2176048.958,639965.8276,1908.582,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,971.609404331
254,580.0,12,thalweg,,,3D,,,,,,2176045.065,639966.0338,1908.57,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,975.50786139
255,595.0,12,thalweg,,,,,,,,,2176041.692,639964.3863,1908.726,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,979.261710781
256,596.0,12,thalweg,,,,,,,,,2176036.245,639963.9474,1908.617,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,984.726364677
257,634.0,13,thalweg,,,,,,,,,2176033.22,639963.8884,1908.085,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,987.751939994
258,635.0,13,thalweg,,,,,,,,,2176029.977,639967.9449,1908.054,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,992.945420643
259,636.0,13,thalweg,,,,,,,,,2176032.068,639975.1687,1908.339,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1000.46576422
260,637.0,13,thalweg,,,,,,,,,2176039.81,639984.728,1908.597,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1012.7669341
261,597.0,12,thalweg,,,,,,,,,2176040.049,639985.6541,1908.477,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1013.72337657
262,638.0,13,thalweg,,,,,,,,,2176045.944,639985.8489,1908.45,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1019.62159427
263,598.0,12,thalweg,,,,,,,,,2176046.097,639985.8194,1908.479,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1019.77741228
264,599.0,12,thalweg,,,,,,,,,2176049.922,639989.0266,1908.511,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1024.76908102
265,600.0,12,thalweg,,,,,,,,,2176052.738,639990.1375,1908.288,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1027.79628349
266,601.0,12,thalweg,,,,,,,,,2176054.265,639991.6937,1908.364,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1029.97653289
267,602.0,12,thalweg,,,,,,,,,2176056.451,639996.6929,1908.239,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1035.43277671
268,603.0,12,thalweg,,,,,,,,,2176055.661,639998.3665,1908.092,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1037.28346225
269,604.0,12,thalweg,,,,,,,,,2176053.168,640000.9161,1908.012,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1040.84934351
270,605.0,12,thalweg,,,,,,,,,2176052.699,640001.3659,1908.004,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1041.49917506
271,639.0,13,thalweg,,,,,,,,,2176047.093,640002.4627,1908.353,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1047.21146061
272,640.0,13,thalweg,,,,,,,,,2176043.429,640000.6502,1908.378,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1051.29925369
273,641.0,13,thalweg,,,,,,,,,2176039.543,640000.8388,1908.527,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1055.18982768
274,642.0,13,thalweg,,,,,,,,,2176036.395,640000.3412,1908.5,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1058.37691252
275,643.0,13,thalweg,,,,,,,,,2176031.864,639999.1314,1908.537,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1063.06664354
276,644.0,13,thalweg,,,,,,,,,2176028.127,639997.7205,1908.395,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1067.06111569
277,645.0,13,thalweg,,,,,,,,,2176026.001,639998.0656,1907.75,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1069.21494252
278,646.0,13,thalweg,,,,,,,,,2176025.231,640000.7752,1908.184,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1072.03182593
279,647.0,13,thalweg,,,,"gap in lp, at least one missed point, would make distance longer",,,,,2176023.57,640003.2426,1907.985,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1075.0062139
280,648.0,13,thalweg,,,,"gap in lp, at least one missed point, would make distance longer",,,,,2176028.022,640017.8522,1908.512,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1090.27908907
281,649.0,13,thalweg,,,,,,,,,2176032.851,640018.3844,1908.398,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1095.13732722
282,650.0,13,thalweg,,,,,,,,,2176037.09,640018.1787,1908.396,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1099.38131514
283,651.0,13,thalweg,,,,right bank erosion,,,,right collapsed bank,2176040.968,640017.6365,1908.385,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1103.29703536
284,685.0,13,thalweg,,,3E,,,,,,2176047.068,640019.5298,1907.406,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1109.68409923
285,652.0,13,thalweg,,,,right bank erosion,,,,right collapsing bank extreme,2176048.059,640019.5553,1907.553,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1110.67542725
286,653.0,13,thalweg,,,,right bank erosion,,,,right collapsing bank extreme,2176047.168,640021.4536,1907.786,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1112.7724308
287,654.0,13,thalweg,,,,right bank erosion,,,,right collapsing bank extreme,2176046.842,640024.4599,1908.183,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1115.79635469
288,655.0,13,thalweg,,,,,,,,,2176046.482,640027.7173,1908.328,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1119.07358748
289,656.0,13,thalweg,,,,,,,,,2176043.968,640031.15,1908.074,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1123.328423
290,657.0,13,thalweg,,,,,,,,,2176039.994,640032.5408,1907.982,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1127.53876748
291,658.0,13,thalweg,,,,,,,,,2176037.386,640032.5877,1908.149,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1130.14718915
292,659.0,13,thalweg,,,,,,,,,2176033.842,640032.1194,1908.334,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1133.72199556
293,660.0,13,thalweg,,,,,,,,,2176030.51,640032.026,1908.271,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1137.05530437
294,661.0,13,thalweg,,,,,,,,,2176027.836,640031.9585,1908.332,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1139.73015618
295,662.0,13,thalweg,,,,,,,,,2176023.008,640031.2102,1908.025,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1144.61580219
296,663.0,13,thalweg,,,,,,,,,2176020.391,640032.774,1907.881,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1147.66443458
297,664.0,13,thalweg,,,,,,,,,2176018.517,640035.0717,1907.734,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1150.62944744
298,665.0,13,thalweg,,,,,,,,,2176018.436,640038.3335,1907.876,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1153.89225302
299,666.0,13,thalweg,,,,,,,,,2176018.716,640041.0815,1908.163,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1156.65448111
300,667.0,13,thalweg,,,,,,,,,2176018.837,640043.8842,1908.296,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1159.45979184
301,668.0,13,thalweg,,,,,,,,,2176020.53,640046.8758,1907.982,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1162.89722104
302,669.0,13,thalweg,,,,,,,,,2176022.955,640048.4258,1908.258,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1165.77526291
303,717.0,14,thalweg,,,,"verify height, see field notes",,,,,2176023.782,640050.297,1908.549,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1167.821068
304,718.0,14,thalweg,,4.0,,"top of beaver dam, verify height, see field notes",,,,,2176024.351,640050.6208,1909.013,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1168.47574917
305,719.0,14,thalweg,,,,bottom of beaver dam,,,,,2176024.949,640051.4097,1908.55,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1169.4656821
306,720.0,14,thalweg,,,,,,,,,2176025.856,640054.1006,1908.374,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1172.30532853
307,721.0,14,thalweg,,,,,,,,,2176027.237,640055.102,1908.035,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1174.01118988
308,722.0,14,thalweg,,,,,,,,,2176027.342,640056.051,1907.77,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1174.96598096
309,723.0,14,thalweg,,,,,,,,,2176028.494,640057.3538,1908.1,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1176.70505883
310,724.0,14,thalweg,,,,,,,,,2176030.76,640058.9294,1908.508,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1179.46499929
311,725.0,14,thalweg,,,,,,,,,2176031.514,640061.8413,1908.003,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1182.47293506
312,726.0,14,thalweg,,,,,,,,,2176031.219,640065.3883,1908.009,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1186.03218133
313,727.0,14,thalweg,,,,,,,,,2176029.821,640067.7973,1908.062,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1188.81744344
314,728.0,14,thalweg,,,,,,,,,2176027.807,640069.7601,1908.187,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1191.62969873
315,729.0,14,thalweg,,,,,,,,,2176025.59,640071.3548,1908.21,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1194.3606614
316,730.0,14,thalweg,,,,,,,,,2176021.841,640072.8954,1908.313,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1198.41386376
317,731.0,14,thalweg,,,,,,,,,2176020.201,640072.66,1908.41,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1200.07067188
318,732.0,14,thalweg,,,,,,,,,2176017.341,640073.6432,1908.331,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1203.09495399
319,733.0,14,thalweg,,,,,,,,,2176013.129,640073.8211,1908.32,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1207.31070925
320,734.0,14,thalweg,,,,,,,,,2176010.685,640075.5108,1908.41,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1210.28194166
321,735.0,14,thalweg,,,,,,,,,2176007.648,640075.7986,1908.306,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1213.33254781
322,736.0,14,thalweg,,,,,,,,,2176005.618,640076.0736,1908.295,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1215.38108997
323,737.0,14,thalweg,,,,,,,,,2176002.256,640075.6262,1908.342,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1218.77272833
324,738.0,14,thalweg,,,,,,,,,2175999.561,640076.2729,1907.986,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1221.5442344
325,739.0,14,thalweg,,,,,,,,,2175997.5,640077.6589,1907.549,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1224.0279246
326,740.0,14,thalweg,,,,,,,,,2175997.765,640079.3936,1907.747,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1225.78274912
327,741.0,14,thalweg,,,,,,,,,2175998.337,640081.8431,1908.097,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1228.29814854
328,742.0,14,thalweg,,,,,,,,,2175998.945,640085.3745,1908.27,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1231.8815059
329,743.0,14,thalweg,,,,,,,,,2175998.997,640089.0904,1908.265,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1235.59776972
330,744.0,14,thalweg,,,,,,,,,2176000.572,640092.193,1908.215,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1239.07724551
331,745.0,14,thalweg,,,,,,,,,2176003.18,640093.4187,1908.228,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1241.95891247
332,746.0,14,thalweg,,,,,,,,,2176007.106,640094.4793,1908.337,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1246.02564929
333,748.0,14,thalweg,,,,,,,,,2176013.588,640094.1649,1908.425,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1252.51526957
334,749.0,14,thalweg,,,,,,,,,2176016.552,640093.6449,1908.461,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1255.52453792
335,750.0,14,thalweg,,,,,,,,,2176019.643,640094.2575,1908.22,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1258.67565832
336,751.0,14,thalweg,,,,,,,,,2176019.833,640095.4706,1907.789,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1259.90354741
337,752.0,14,thalweg,,,,,,,,,2176021.612,640096.356,1908.196,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1261.89069968
338,753.0,14,thalweg,,,,,,,,,2176022.471,640097.7552,1907.766,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1263.53254061
339,754.0,14,thalweg,,,,,,,,,2176022.715,640099.1449,1907.632,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1264.94349847
340,755.0,14,thalweg,,,,,,,,,2176021.084,640101.3123,1908.164,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1267.65602198
341,758.0,14,thalweg,,,,,,,,,2176021.06,640102.8612,1907.968,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1269.2051079
342,759.0,14,thalweg,,,,,,,,,2176020.054,640105.8385,1908.041,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1272.34777417
343,760.0,14,thalweg,,,,,,,,,2176017.922,640113.6403,1907.835,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1280.4356359
344,761.0,14,thalweg,,,,,,,,,2176015.632,640114.8522,1908.09,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1283.02654338
345,762.0,14,thalweg,,,,,,,,,2176012.441,640115.1051,1908.221,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1286.22754938
346,763.0,14,thalweg,,,,,,,,,2176006.769,640114.2224,1908.115,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1291.96782318
347,764.0,14,thalweg,,,,,,,,,2176002.466,640112.4347,1908.079,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1296.62740259
348,765.0,14,thalweg,,,,,,,,,2175997.831,640112.516,1908.101,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1301.26311556
349,766.0,14,thalweg,,,,,,,,,2175994.701,640116.1212,1907.663,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1306.03746023
350,767.0,14,thalweg,,,,,,,,,2175993.792,640117.871,1907.487,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1308.00928199
351,768.0,14,thalweg,,,,,,,,,2175993.72,640122.1726,1907.637,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1312.31148451
352,769.0,14,thalweg,,,,,,,,,2175994.012,640125.5392,1908.049,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1315.69072401
353,770.0,14,thalweg,,,,,,,,,2175994.291,640129.165,1907.962,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1319.32724248
354,771.0,14,thalweg,,,,,,,,,2175998.663,640132.5823,1907.745,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1324.87632559
355,772.0,14,thalweg,,,,,,,,,2176001.398,640131.5524,1907.983,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1327.79881066
356,773.0,14,thalweg,,,,,,,,,2176003.57,640131.1311,1908.2,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1330.01129291
357,774.0,14,thalweg,,,,,,,,,2176005.088,640129.7226,1908.101,7/25/14 0:00,31.0560277,0.120503112,0.014,0.036,,,1332.08208895
